1;1;"Caixa Econômica Federal";"00360305000104";FALSE;
2;1;"BNDES";"33657248000189";FALSE;
8;3;"GOVERNO DO ESTADO DE MINAS GERAIS";"96313723000117";FALSE;
12;5;"GOVERNO DO DISTRITO FEDERAL";"00394692000108";FALSE;
105;6;"Concessionário";"72036339000159";FALSE;
106;1;"BNB";"07237373000120";FALSE;
107;2;"INFRAERO";"00352294000110";FALSE;
108;2;"Secretaria de Portos da Presidência da República";"08855874000132";FALSE;
109;3;"GOVERNO DO ESTADO DE AMAZONAS";"02287757000133";FALSE;
110;3;"GOVERNO DO ESTADO DE MATO GROSSO";"03507415000144";FALSE;
112;3;"GOVERNO DO ESTADO DO RIO GRANDE DO NORTE";"08241739000105";FALSE;
113;3;"GOVERNO DO ESTADO DO RIO GRANDE DO SUL";"87934675000196";FALSE;
114;3;"GOVERNO DO ESTADO DA BAHIA";"13937032000160";FALSE;
115;3;"GOVERNO DO ESTADO DO RIO DE JANEIRO";"42498600000171";FALSE;
116;3;"GOVERNO DO ESTADO DE SÃO PAULO";"46379400000150";FALSE;
117;3;"GOVERNO DO ESTADO DO PARANÁ";"76416940000128";FALSE;
119;3;"GOVERNO DO ESTADO DE PERNAMBUCO";"10571982000125";FALSE;
120;3;"GOVERNO DO ESTADO DO CEARÁ";"07954480000179";FALSE;
121;4;"PREFEITURA MUNICIPAL DE MANAUS";"04365326000173";FALSE;
122;4;"PREFEITURA MUNICIPAL DE CUIABÁ";"03533064000146";FALSE;
123;4;"PREFEITURA MUNICIPAL DE NATAL";"08241747000143";FALSE;
124;4;"PREFEITURA MUNICIPAL DE PORTO ALEGRE";"92963560000160";FALSE;
125;4;"PREFEITURA MUNICIPAL DE SALVADOR";"13927801000149";FALSE;
126;4;"PREFEITURA MUNICIPAL DO RIO DE JANEIRO";"42498733000148";FALSE;
127;4;"PREFEITURA MUNICIPAL DE SÃO PAULO";"46395000000139";FALSE;
128;4;"PREFEITURA MUNICIPAL DE CURITIBA";"76417005000186";FALSE;
129;4;"Prefeitura Municipal de Belo Horizonte";"18715383000140";FALSE;
130;4;"PREFEITURA MUNICIPAL DE RECIFE";"10565000000192";FALSE;
131;4;"PREFEITURA MUNICIPAL DE FORTALEZA";"07954605000160";FALSE;
132;6;"CONSTRUTORA ANDRADE GUTIERREZ S/A.";"17262213000194";FALSE;
133;5;"Companhia Urbanizadora da Nova Capital do Brasil - Novacap";"00037457000170";FALSE;
136;6;"Arena das Dunas Concessão e Eventos S.A.";"13475478000110";FALSE;
137;6;"Consórcio Santa Bárbara - Mendes Junior";"11751805000193";FALSE;
138;3;"Agência Estadual de Execução dos Projetos da Copa do Mundo do Pantanal - FIFA 2014 - AGECOPA";"11343269000197";FALSE;
139;6;"SPE Arena Pernambuco Negócios e Investimentos S.A.";"12077949000179";FALSE;
140;6;"ATP ENGENHARIA LTDA";"35467604000127";FALSE;
142;6;"IQS SISTEMA DE INFORMAÇÕES EM QUALIDADE LTDA";"72591001000169";FALSE;
215;2;"Controladoria Geral da União";"05914685000103";FALSE;
216;6;"Sport Club Internacional";"92894500000132";FALSE;
217;6;"Sport Club Corinthians Paulista";"61902722000126";FALSE;
218;6;"Clube Atlético Paranaense";"76710649000168";FALSE;
219;6;"ENGEVIX ENGENHARIA S.A.";"00103582000131";FALSE;
220;2;"Ministério da Defesa - Comando do Exército";"07521315000123";FALSE;
222;6;"PJJ MALUCELLI ARQUITETURA E CONSTRUÇÃO LTDA";"82234691000152";FALSE;
223;3;"Secretaria de Estado de Meio Ambiente - SEMA/MT";"07472738000109";FALSE;
224;6;"Consórcio Maracanã Rio 2014";"12375626000161";FALSE;
225;6;"Instituto Brasília Ambiental - IBRAM";"08915353000123";FALSE;
226;6;"Agência Estadual de Meio Ambiente - CPRH";"06052204000152";FALSE;
227;3;"Superintendência Estadual do Meio Ambiente - SEMACE";"11822269000170";FALSE;
228;6;"Arena Castelão Operadora de Estádio S.A.";"12850027000152";FALSE;
229;3;"Secretaria de Esporte do Estado do Ceará";"05565013000121";FALSE;
230;3;"Secretaria de Estado de Infraestrutura - SEINF/AM";"05533935000157";FALSE;
231;6;"DTA Engenharia Ltda";"02385674000187";FALSE;
232;2;"Companhia Docas do Ceará";"07223670000116";FALSE;
233;6;"Minas Arena - Gestão de Instalações Esportivas S.A.";"13012956000155";FALSE;
234;6;"CARUSO JR. Estudos Ambientais e Engenharia Ltda";"02550302000169";FALSE;
235;6;"Constremac Construções Ltda";"03998869000165";FALSE;
236;6;"Fonte Nova Negócios e Participações S.A.";"08906994000111";FALSE;
237;3;"Secretaria do Trabalho, Emprego, Renda e Esporte - Sertre";"13937123000103";FALSE;
238;2;"Companhia Docas do Rio Grande do Norte - CODERN";"34040345000190";FALSE;
239;6;"Concrepoxi Engenharia Ltda.";"08064693000198";FALSE;
240;3;"Porto do Recife S/A";"04417870000111";FALSE;
241;6;"Construtora Andrade Gutierrez";"17262213021434";FALSE;
243;6;"Geodrill Engenharia Ltda";"02592069000187";FALSE;
244;2;"Companhia Docas do Rio de Janeiro - CDRJ";"42266890000128";FALSE;
245;6;"ECONTEP-EMPRESA DE CONSULTORIA TÉCNICA, ENGENHARIA E PROJETOS LTDA";"14815534000180";FALSE;
246;6;"CGP-CONSULTORIA, GERENCIAMENTO E PLANEJAMENTO LTDA";"22640932000131";FALSE;
